"기관명","기관연락처","기관주소","홈페이지","위치(위도)","위치(경도)"
"롯데문화센터송파점","02-2006-7800 ","서울특별시 송파구 중대로 80 롯데마트 송파점 2층","http://https://culture.lottemart.com","37.49174","127.11783"
"롯데백화점 김포공항점 문화센터","02-6116-2610~1","서울 강서구 방화동 886","https://culture.lotteshopping.com","37.56339","126.80343"
"롯데백화점 김포공항점 문화센터","02-6116-2610","서울특별시 강서구 하늘길 38 국제선청사","","",""
"롯데백화점 본점 문화센터","02-726-4889","서울시 중구 소공동 1번지 ","https://culture.lotteshopping.com ","37.56499","126.98137"
"롯데백화점 본점 문화센터","02-726-4151","서울특별시 중구 을지로 30 롯데백화점 본점 문화센터","http://culture.lotteshopping.com","37.56535","126.98103"
"롯데백화점 스타시티점 문화센터","02-2218-2500","서울특별시 광진구 능동로92 롯데백화점 문화센터 10층","http://https://culture.lotteshopping.com","37.539","127.07121"
"롯데백화점문화센터영등포점","02-2670-8570","서울특별시 영등포구 경인로 846 [ 영등포동   영등포 민자역사 ] A동 3층 일부","","37.51562","126.90753"
"롯데백화점미아점문화센터","02-944-1806","서울특별시 강북구 도봉로 62 B1 일부","","",""
"롯데백화점스타시티점문화센터","02-2218-2500","서울 광진구 자양동 227-342 롯데백화점 10층 문화센터","https://culture.lotteshopping.com ","37.53878","127.07603"
"롯데백화점잠실점문화센터","02-411-5785","서울특별시 송파구 올림픽로 240 롯데백화점 12층 일부","","37.51136","127.09827"
"롯데백화점청량리점문화센터","02-3707-2833","서울 동대문구 전농동 591-53 8층 문화센터","https://culture.lotteshopping.com ","37.57929","127.04790"
"롯데쇼핑(주)청량리점 문화센터","02-3707-2830","서울특별시 동대문구 왕산로 214(전농동) 8층","http://https//culture.lotteshopping.com","37.5797","127.04915"
"롯데월드민속박물관","1661-2000","송파구 올림픽로 240","http://www.lotteworld.com/museum/","",""
"롯데인재개발원서울연구소평생교육시설","02-2670-6186 ","서울특별시 영등포구 양평로21길 10 10층","http://www.lotteacademy.co.kr","37.53744","126.89278"
"롯데정보통신(주)","02-2626-4000","서울특별시 금천구 가산디지털2로 179 롯데정보통신4층","http://www.ites.co.kr","37.48358","126.87637"
"롯데정보통신(주)","02-2626-5999","서울특별시 금천구 가산디지털2로 179 롯데정보통신10층","http://www.ites.co.kr","37.48358","126.87637"
"롯데캐슬도서관","070-8702-1899","강동구 고덕로 131 롯데캐슬 관리동 지하1층","http://www.gdlibrary.or.kr/small","",""
"롯데캐슬문고","070-8862-8893","은평구 진관3로 70 은평뉴타운상림마을 830동 1층","","37.54305","126.93853"
"루디아도서선교회","02-393-1500","은평구 증산로3길 26-1 우방아파트 우방상가 3층","","37.52005","126.84734"
"루오바에듀평생교육원","","서울특별시 구로구 새말로 81 도림빌딩 3층 (구로동 도림빌딩)","","",""
"루카스영어교실원격평생교육시설","1544-3831","서울시 금천구 가산동 371-59 신한 이노플랙스 304호","http://www.lucas-us.com","37.47873","126.88184"
"루카스영어교실원격평생교육시설","1544-3831","서울특별시 금천구 가산디지털1로 149 신한이노플렉스 304호일부","http://www.lucas-us.com","37.47866","126.88135"
"류국악학원","02-2659-0015","강서구 우장산로 24 2층","","",""
"르몽드어학원","02-723-7713","종로구 종로12길 18 7~8층","http://www.learnfrance.co.kr/","37.570511","126.989115"
"리나사이버아카데미","02-3445-6040","서울특별시 광진구 아차산로 207 선일빌딩 2층","http://www.reenaedu.com","37.54152","127.06673"
"리나앤리노발레학원","070-4644-9509","광진구 능동로6길 14 3층","http://cafe.naver.com/rinanoballet","37.57675","127.025729"
"리더스간호학원(영등포점)","02-2677-0618","영등포구 영중로 46 홍익빌딩3층","http://www.leadersnurse1.com/","37.49075","126.9837"
"리더스간호학원(천호본점)","02-482-0622","강동구 천호대로 995 금복빌딩 5 6층","http://www.leadersnurse.com","",""
"리더스경공매학원","02-521-5215","서초구 강남대로53길 7 10층","http://www.leadersauction.com","",""
"리더스스터디독서실","02-879-2973","관악구 신림로12길 30-4 3~4층","","",""
"리드원평생교육원","02-516-1582","서울 강남구 역삼동725-47 청우빌딩 1층","","37.49859","127.04032"
"리드톡 원격평생교육시설","02-722-0505","서울특별시 강남구 논현로26길 51  2층 (도곡동  미림빌딩)","http://www.readtalk.co.kr","37.484256","127.046086"
"리세움댄스스포츠학원","02-578-4749","서초구 남부순환로 2634-8 201호","","",""
"리스크컨설팅코리아 평생교육원","02-2263-4394","서울특별시 서초구 서초대로 356  506호 (서초동  서초지웰타워)","http://www.riskconsulting.co.kr","37.49541","127.02027"
"리아의이엠티실용음악학원","02-359-7677","은평구 통일로 833 4층","http://www.emtacademy.co.kr","",""
"리앤간호학원","02-388-7556","은평구 통일로69길 9","https://leen.modoo.at/","37.53363","126.82944"
"리얼리티세븐댄스학원","02-989-4111","강북구 도봉로13길 22 2층","","",""
"리얼보이스아카데미학원","02-6489-5857","마포구 잔다리로7안길 4 2층","","37.486011","126.894661"
"리얼트레이닝아카데미학원","02-452-7779","광진구 광나루로 496 3~4층","http://www.realtraining.kr/","37.571803","127.024385"
"리에스프레소커피학원","02-571-3533","송파구 백제고분로 417 4층","http://www.leespresso.com/","",""
"리엔리(Lee&Lee)댄스스포츠학원","02-865-1100","금천구 남부순환로 1394 4층","","37.485732","126.929175"
"리월드커뮤니케이션원격평생교육시설","02-783-1924","서울특별시 금천구 가산디지털1로 205 KCC웰츠밸리 1207호","http://www.liworld.co.kr","37.48394","126.87957"
"리치몬드제과기술학원","02-324-9894","마포구 월드컵북로 86 3~5층","http://www.richemont.co.kr/","37.496957","126.858012"
"리폼문화평생교육원","02-3148-6262","서울특별시 성동구 상원1길 21 한양현대아파트 상가동 101-102호","http://www.krcf.co.kr","37.54569","127.04816"
"릴리맥이벤트앤플로럴디자인학원","02-540-5459","서초구 서초대로73길 54 202호","http://lily-mag.com/","",""
"림실용음악학원","02-470-0265","강동구 천호대로 985-3 2층","http://www.limmusic.com","",""
"마가렛지역아동센터","02-741-3029","성북구 성북로23길 22-13","","",""
"마고정2단지문고","02-353-1346","은평구 진관2로 60 은평뉴타운마고정아파트 335동 1층","","37.55166","126.91753"
"마곡레포츠센터","02-3663-7171","서울시 강서구 마곡동 56-22호외 27필지(마곡실내배드민턴장 옆)","http://www.gssi.or.kr/sports/sports_05_3.asp","37.573143","126.832153"
"마곡실내베드민턴장","02-3663-6896","서울시 강서구 가양1동 15-9","http://www.gssi.or.kr/sports/sports_03_3.asp","37.572865","126.832039"
"마곡테니스장","02-3663-7171","서울시 강서구 마곡동 56-22호외 27필지(마곡실내배드민턴장 옆)","http://www.gssi.or.kr/sports/sports_05_3.asp","37.571423","126.837341"
"마공스터디원격평생교육시설","","서울특별시 영등포구 경인로 706 615호 (문래동1가 한양빌딩)","http://www.magongstudy.com","37.511","126.89259"
"마더경영회계아카데미학원","02-856-8800","구로구 새말로 18 백봉빌딩 8층","http://blog.naver.com/moder8800","37.489489","126.948147"
"마들사회복지관","02-971-8387","서울시 노원구 중계2^3동 515-3 (가재울길12)","http://www.madeul.org/index/index.php","37.646889","127.065208"
"마들사회복지관","02-971-8387~8","노원구 동일로210길 22","http://www.madeul.org/","37.54414","126.91179"
"마들주민회부설 마들여성학교","02-938-2609","노원구 상계로10길 29-1","http://cafe.daum.net/madlejumin","37.55479","126.91986"
"마로니에지역아동센터","070-8866-4768","종로구 이화장길 94","","",""
"마루사이버독서실","02-821-0503","동작구 성대로2길 7 4층","","",""
"마루아라지역아동센터","02-6671-7533","중랑구 신내로 115 2층","","37.631778","127.027389"
"마루에듀케이션원격평생교육시설www.edu-market.co.kr","02-717-9490","서울시 마포구 공덕동 105-90 1층 ","www.edu-market.co.kr","37.55052","126.95699"
"마루작은도서관","02-876-3434","관악구 행운1길 43 행운동주민센터 2층","http://lib.gwanak.go.kr/menu/subpage_01/sub03.php","",""
"마르카즈아라빅평생교육원","","서울특별시 종로구 수표로 94 한일빌딩 5층","http://www.markazarabic.com/","37.56954","126.98969"
"마리스타지역아동센터","02-338-8356","마포구 토정로2길 37","","37.50441","126.856822"
"마스터핸즈평생교육원","02-6381-7881","서울특별시 영등포구 선유로 50 선유로 50 3층 (문래동3가77-58)","www.edumasterhanz.co.kr","37.51829","126.88931"
"마에스트로예술실용전문학교","02-2291-0096","강동구 올림픽로 805 명문빌딩 23층","http://cafe.naver.com/mmbeauty","",""
"마을도서관(학마을2단지)","02-2696-8412","양천구 신정로 14길 1 학마을아파트 2단지","http://www.yangcheon.go.kr/lib/libmain/main.do","37.51016","126.90329"
"마을속작은학교지역아동센터","02-903-6678","강북구 노해로23길 32","","37.644114","126.922732"
"마을학교지역아동센터","02-488-0816","강동구 풍성로54길 27 3층","http://cafe.daum.net/village2016","",""
"마음아카데미평생교육원","070-7788-9808","서울특별시 서대문구 간호대로 11-30 2층","","37.59572","126.94779"
"마음터지역아동센터","02-932-5972","노원구 덕릉로 846 목화빌딩 3층","","37.55781","126.9226"
"마이스터제과제빵학원","02-934-6356~7","노원구 노해로 449 4층","http://meisterbaking.co.kr/","37.55415","126.92156"
"마이캠브리지원격평생교육시설","02-2028-2100","서울 구로구 구로3동 197-5 삼성아이티밸리 804호","www.mycambridge.co.kr","37.48601","126.89466"
"마이컴전자기술학원","02-3272-1771","용산구 청파로93길 41 1층","http://www.mycom.co.kr/","37.490941","126.704923"
"마이크임팩트 TV 평생교육시설","02-722-9315 ","서울특별시 종로구 우정국로2길 21 대왕빌딩 10층","http://tv.micimpact.com/","37.5697","126.98428"
"마이크임팩트스쿨평생교육시설","02-722-2058","서울특별시 종로구 우정국로2길 21 11-12층","http://www.micimpactschool.com/","37.5697","126.98428"
"마이티처 원격평생교육원","070-8627-3515","서울특별시 서초구 신반포로3길 8  지하 142호 (반포동  반포프라자)","http://www.myteacher1.co.kr","37.50214","126.9869"
"마이티처고시학원","","동작구 등용로 128 3층","http://www.myteacher1.co.kr/","",""
"마이한글닷컴원격평생교육시설","02-993-9418","서울 도봉구 창4동 13-2 EQ빌딩 702호","www.myhangul.com","37.65347","127.05014"
"마장국민체육센터","02-2204-7630","서울시 성동구 마장동 399-98","https://www.sdmc.go.kr/sports/mjcenter/intro.asp","37.562149","127.040794"
"마장동 자치센터","02-2286-7241","서울시 성동구 마장동 780-2 (마장로42길 11)","http://sd.go.kr/main/dong.do?mCode=12D000000000&amp;x=31&amp;y=7","37.56628","127.045395"
"마장동 자치회관","02-2286-7254","성동구 마장로42길 11","https://jachi.sd.go.kr/jumin","37.540995","127.066419"
"마장동작은도서관","02-2286-7254","성동구 마장로42길11 마장동주민센터 3층","https://www.sdlib.or.kr/lib02/","",""
"마중물도서관","02-6218-7783","구로구 부일로 853 2층","","37.50968","126.936433"
"마천1동 자치회관","02-2147-4120","서울시 송파구 마천로 303","http://macheon1.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&amp;c=1001&amp;cate_id=BC0600000000","37.495972","127.14994"
"마천1동 자치회관","02-2147-4129","송파구 마천로 303","www.songpa.go.kr","",""
"마천1동새마을문고","02-406-2332","송파구 마천로 303 마천1동주민센터 1층","","",""
"마천2동 자치회관","02-2147-4150","서울시 송파구 마천로 287","http://macheon2.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&amp;c=1001&amp;cate_id=BC0700000000","37.496883","127.148598"
"마천2동 자치회관","02-2147-4156","송파구 마천로 287","www.songpa.go.kr","",""
"마천2동새마을문고","02-430-6880","송파구 마천로 287 마천2동 주민센터 2층","","",""
"마천종합사회복지관","02-449-3141","서울시 송파구 마천1동 323-197(새주소 송파구마천로 65길4)","http://www.childfund-macheon.or.kr/","37.491741","127.155594"
"마천종합사회복지관","02-449-3141","송파구 마천로 65길 4","http://macheon-welfare.or.kr/","",""
"마천청소년수련관","02-443-0100","송파구 성내천로 319","http://www.mcyouth.or.kr/","",""
"마코스아카데미평생교육원","02-3452-7070","서울 강남구 역삼동826-34 태양빌딩 2층","http://www.waismacos.com","37.49593","127.03026"
"마코스아카데미평생교육원","02-3452-7070","서울특별시 강남구 강남대로84길 16 (역삼동   제이스타워) 13층일부","http://www.waismacos.com","37.496652","127.030013"
"마포FM","02-332-3247","서울시 마포구 성산동 226-1번지 4층","http://www.mapofm.net/bbs/index.php","37.560726","126.917351"
"마포구 정보화교육","02-3153-8400","서울시 마포구 월드컵로 212","http://computer.mapo.go.kr","37.566311","126.902077"
"마포구건강가정지원센터","02-3142-5482","마포구 신촌로26길 10 우리마포복지관 2층","http://mapo.familynet.or.kr","37.52539","126.90364"
"마포구고용복지지원센터","02-303-5278","서울시 마포구 상암동 1640 마포창업복지관 1.2층","http://www.mapoworkfare.or.kr/","37.574112","126.889893"
"마포구고용복지지원센터","02-303-5282","서울 마포구 상암동 1601~1693","http://www.mapoworkfare.or.kr","37.574153728510055"," 126.88977230090336"
"마포구립서강도서관","02-3141-7053","마포구 독막로 165 ","http://sglib.mapo.go.kr","37.493865","126.831454"
"마포구립하늘도서관","02-3153-6260","마포구 월드컵로 212 마포구청 12층","http://skylib.mapo.go.kr/","37.497307","126.880144"
"마포구자원봉사센터","02-3153-8345","서울시 마포구 성산동 (월드컵로 2123)","http://mvc.mapo.go.kr/vol/gov/mogaha/ntis/web/vol/portal/action/VolHomeAction.do?method=executes","37.566311","126.902077"
"마포구청","02-3153-8950","서울시 마포구 성산동 370 (난지도길 30)","http://www.mapo.go.kr/","37.5662","126.901642"
"마포구청소년상담복지센터","02-3153-5982","마포구 월드컵로 212 1층","http://www.youthnaroo.or.kr/sub07/sub01.php","37.51769","126.93458"
"마포구평생학습센터","02-3153-8972","서울특별시 마포구 신촌로26길(노고산동) 10 우리마포복지관 2층","http://lll.mapo.go.kr","37.55585","126.94232"
"마포노인종합복지관","02-333-1040","서울시 마포구 창전동 140 (신촌로 317)","http://www.senior21.or.kr/","37.548843","126.93222"
"마포노인종합복지관","02-333-1040 ","마포구 서강로 68","http://www.senior21.or.kr/","",""
"마포문화원","02-312-1100","서울시 마포구 마포동 33번지(아현동 600-2)","http://www.mapocc.or.kr/","37.554676","126.957611"
"마포문화원","02-312-1100","마포구 백범로 227","http://www.mapocc.or.kr/","37.507043","126.890218"
"마포아트센터","02-3274-8500","서울 마포구 대흥동","http://www.mapoartcenter.or.kr","37.549759","126.945503"
"마포어린이영어도서관","02-716-3987~8","마포구 도화4길 53 도화자치회관 2층 ","http://elc.mapo.go.kr/","37.481399","126.890419"
"마포장애인부모회","02-393-4417","서울시 서대문구 충정로2가 37-7 현대빌딩 101호 (서울장애인부모회)","","37.565559","126.965034"
"마포장애인종합복지관","02-302-6212","마포구 월드컵로 213","http://www.mapowelfare.or.kr/","",""
"마포장애인종합복지관","02-306-6212","서울시 마포구 성산2동 595-1 (월드컵로 213)","http://www.mapowelfare.or.kr/index.php","37.565422","126.90078"
"마포점자도서관","02-338-0180","마포구 방울내로 24-12","http://dream.nl.go.kr/hosting/311550","37.486783","126.890816"
"마포청소년문화의집","02-303-1380~1","마포구 상암산로1길 67","http://www.mycc.or.kr/","37.52365","126.88823"
"마포청소년문화의집","02-303-1380","서울시 마포구 상암동 1688","http://www.mycc.or.kr/","37.580505","126.88398"
"마포청소년수련관","02-3153-5900","마포구 월드컵로 212","http://www.youthnaroo.or.kr","37.50638","126.92151"
"마포청소년수련관","02-3153-5900 ","서울특별시 마포구 월드컵로 212 ","http://www.youthnaroo.or.kr","37.56627","126.90147"
"마포평생학습관","02-2137-0082","서울 마포구 서교동 338?353 늘샘길 12 (서교동 341-1)","http://mpllc.sen.go.kr","37.554268","126.924227"
"마포평생학습관","02-2137-0000","서울특별시 마포구 홍익로2길 16 ","http://mpllc.sen.go.kr","37.55435","126.92421"
"마포평생학습관","02-2137-0000","마포구 홍익로2길 16","http://mpllc.sen.go.kr","37.499045","126.829604"
"마포평생학습관","02-2137-0082","서울 마포구 서교동 338?353 늘샘길 12 (서교동 341-1)","http://mpllc.sen.go.kr","37.554268","126.924227"
"마포평생학습관(서울시교육청도서관)","02-2137-0000","서울 마포구 서교동 338~349","http://mpllc.sen.go.kr/mpllc_index.jsp","37.554321","126.924095"
"마포평생학습관아현분관","02-362-8786","서울시 마포구 마포대로 224","http://ahyon.sen.go.kr/ahyon_index.jsp","37.553841","126.957222"
"마포평생학습관아현분관","02-362-8785","마포구 마포대로 224","http://ahyon.sen.go.kr","",""
"마포푸르메어린이도서관","02-6070-9286","마포구 월드컵북로 494 푸르메재단 넥슨어린이재활병원 1층","http://libpu.mapo.go.kr/","37.501154","126.841287"
"마포희망나눔","02-334-7640","서울시 마포구 성산1동 245-31번지 201호","","37.558685","126.910843"
"만나문고","02-438-9191","중랑구 동일로92길 54","","37.586579","127.018955"
"만나심리상담 평생교육원","02-521-3251","서울특별시 서초구 서초중앙로 15  203 204호 (서초동 현대슈퍼빌)","http://www.gocounseling.co.kr","37.48306","127.01691"
"만나지역아동센터","02-438-9191","중랑구 동일로620 만나교회","","37.634621","127.02563"
"맑은누리 작은도서관","02-2104-5649","금천구 시흥대로58길 36","http://geumcheonlib.seoul.kr","",""
"맑은소리스피치학원","02-2635-1258","영등포구 양평로 59 601호","https://mspeech.modoo.at/","37.50936","127.02175"
"맑은지역아동센터","02-387-6988","은평구 진흥로9길 8-17 2층","","37.53647","126.8275"
"맘힐존지역아동센터","02-468-1555","광진구 면목로 104 2층","","",""
"맛있는공부","02-724-7842","검색해보니-서울시 마포구 마포동 236-1 덕성빌딩 2층","www.edu-chosun.com","37.53729","126.94502"
"망우3동 자치회관","02-2094-6520","서울시 중랑구 망우동 (용마산로 461)","http://www.jungnang.seoul.kr/dong/mang03/index.php","37.591778","127.098228"
"망우3동 자치회관","02-2094-6543","중랑구 용마산로 461","http://community.jungnang.go.kr","",""
"망우3동 작은도서관","02-2094-6524","중랑구 용마산로 461","http://smlib.jungnanglib.seoul.kr/small/main.do","37.624835","127.036082"
"망우본동 자치회관","02-2094-6498","중랑구 망우로67길 10","http://community.jungnang.go.kr","37.662108","127.02782"
"망우본동 자치회관","02-2094-6480","서울시 중랑구 망우동 (망우로77길 12)","http://www.jungnang.seoul.kr/dong/mang01/index.php","37.601421","127.106377"
"망우본동 작은도서관","02-2094-6484","중랑구 망우로67길 10","http://smlib.jungnanglib.seoul.kr/small/main.do","37.62303","127.021567"
"망우지역아동센터","070-8732-1025","중랑구 망우로70길 8","","37.625661","127.013383"
"망우청소년단기쉼터","02-493-1388","중랑구 송림길 156","http://www.mangwoo1388.or.kr/","",""
"망우청소년수련관","02-492-7942","서울시 중랑구 망우동 241-2","http://www.in7942.or.kr/","37.606312","127.109009"
"망우청소년수련관","02-492-7942","중랑구 송림길 156","http://mangwoo.kr/","",""
"망원1동 자치회관","02-3153-6800","마포구 포은로6길 10","http://jachi.mapo.go.kr/JUMIN/","37.51116","126.92144"
"망원1동 자치회관","02-3153-6800","서울시 마포구 망원동 (포은로6길 10)","http://jachi.mapo.go.kr/JUMIN/sub01/sub01_07.aspx?DongCode=11&amp;DongName=망원1동","37.55558","126.905602"
"망원1동문고","02-3153-6828","마포구 포은로 6길 10 망원1동주민센터 2층","http://lib.mapo.go.kr/","37.489498","126.857006"
"망원2동 자치회관","02-3153-6030","서울시 마포구 망원동 (방울내로7길 11)","http://jachi.mapo.go.kr/JUMIN/sub01/sub01_07.aspx?DongCode=12&amp;DongName=망원2동","37.560272","126.902298"
"망원2동 자치회관","02-3153-6830","마포구 방울내로7길 11","http://jachi.mapo.go.kr/JUMIN/","37.51366","126.91707"
"망원무지개지역아동센터","02-335-6831","마포구 월드컵로25길 58 3층","","",""
"망원청소년문화센터","02-332-2541","마포구 월드컵로25길 164","http://www.mwyouth.org/","",""
"매경교육센타","02-2000-5469","서울시 중구 퇴계로 190번지 ","http://education.mk.co.kr","37.56052","126.99286"
"매경교육센터","02-2000-5469","서울특별시 중구 퇴계로 190 [ 필동1가   매경미디어센터 ] 매경닷컴","http://education.mk.co.kr","37.56056","126.99288"
"매경아카데미평생교육원","02-2235-4941","서울특별시 중구 동호로201 제성빌딩5층","","",""
"매경이러닝센터","02-2000-5469 ","서울특별시 중구 퇴계로 190 [ 필동1가   매경미디어센터 ] 매경닷컴","http://edu.mk.co.kr","37.56056","126.99288"
"매경이러닝센터(www.mkedu.com/www.mketv.co.kr)","02-2000-5420","서울시 중구 필동 1가 30 매경미디어센터 9층","http://onedu.mk.co.kr","37.56052","126.99286"
"매니저소사이어티","02-582-1487","서울 서초구 서초1동 1623-1 대영빌딩 5층 502호","http://www.managersociety.com","37.48740","127.01516"
"매니저소사이어티 원격평생교육시설","02-582-5192 ","서울특별시 강남구 도곡로3길 27 [ 역삼동  동일빌딩 ] 5층 (주)매니저소사이어티","http://www.managersociety.com","37.49197","127.03235"
"매드포스터디원격평생교육시설","02-1661-7661 ","서울특별시 성동구 성수일로10길 33 [ 성수동2가  성락교회 ] 916호","http://www.m4study.com/","37.54654","127.0539"
"매바위북카페","02-351-5244","은평구 백련산로 100 응암2동주민센터","","37.55739","126.92288"
"매쉬독서실","02-353-7870","은평구 불광로 100 2~3층","","37.54638","126.87329"
"매지클마술학원","070-8276-9336","서초구 바우뫼로41길 72-2 2층","http://www.magicle.co.kr","",""
"매직온마술학원","070-7789-3693","은평구 연서로 55 2층","","37.5437","126.86421"
"매직피플마술학원","02-417-7775","송파구 새말로6길 46 4층","http://www.magicpeople.co.kr","",""
"맥(Mac)실용음악학원","02-2202-0504","송파구 가락로 140 3층","http://www.macacademy.co.kr","",""
"맥널티커피아카데미학원","02-332-0012","서대문구 연희로 152 2층","http://www.mcnultyacademy.com/","",""
"맥러닝센터","02-2642-8046","서울 양천구 목3동 614-1 맥그로우빌딩 2층","www.mcgrow.co.kr","37.54846","126.86391"
"맥러닝센터","02-2642-8044","서울특별시 양천구 목동중앙북로 4 2층일부","http://www.mcgrow.co.kr","37.54851","126.86394"
"맥세스FC실무경영학원","02-549-2324","종로구 종로8길 17 3층","http://www.maxcess.co.kr","37.583946","127.002045"
"맨투맨스쿨 원격평생교육시설","02-1544-6251","서울특별시 강남구 선릉로127길 5  202호 (논현동)","http://www.m2mschool.co.kr","37.515486","127.041335"
"멀티캠퍼스원격평생교육원","02-1544-9001","서울특별시 강남구 언주로 508   12층 (역삼동 공무원연금공단)","http://www.multicampus.co.kr","37.50394","127.04288"
"멀티캠퍼스평생교육원","02-3429-5907","서울특별시 강남구 테헤란로 212   5층~17층 (역삼동 멀티캠퍼스)","http://www.multicampus.co.kr/","37.50127","127.0396"
"메가HRD교육센터","02-6714-2868","서초구 서운로 19 2층","http://www.megahrd.co.kr","",""
"메가고시원격평생교육시설","02-889-7401","서울특별시 관악구 복은길 12 3층","http://www.megagosi.co.kr","37.47412","126.93642"
"메가넥스트","02-3489-8418","서울시 서초구 서초동 1603-54 덕원빌딩 5층 ","http://www.megahrd.co.kr","37.48608","127.01916"
"메가넥스트평생교육원","02-6714-2856","서울특별시 서초구 서운로 19 (서초동   서초월드오피스텔) 2층일부","http://www.megahrd.co.kr","37.48562","127.02907"
"메가드림독서실","02-837-2122","관악구 관천로 121","","",""
"메가로스쿨학원","1544-9624","서대문구 연세로 12 6층","http://www.megals.co.kr","",""
"메가로이어스학원","02-363-5254","서대문구 신촌로 109 3층","http://www.megalawyers.co.kr","",""
"메가스터디(주)"," 1544-2300","서울시 서초구 효령로 321 (서초동 덕원빌딩) 메가스터디(주)","http://www.mbest.co.kr/lecture/lecture/lecture4_list.asp?cate1=4&cate2=65","37.4861262","127.0191724"
"메가씨에스티경찰공무원학원","02-823-8806","동작구 노량진로 140 6층","http://www.megacst.com/","",""
"메가씨에스티원격평생교육시설","070-4014-5137","서울특별시 동작구 노량진로 140 6층일부","www.megacst.com","37.51277","126.94168"
"메가아이티학원","02-743-0700","성북구 동소문로 32 로얄빌딩 2층","","37.627307","127.052794"
"메가엠디강북피이이티종합반전용관학원","02-552-5464","노원구 상계로5길 32 3층","http://www.megamd.co.kr","37.55131","126.91809"
"메가엠디신촌캠퍼스독서실","02-1544-9621","서대문구 연세로 12 13층","http://www.megalawyers.co.kr","",""
"메가엠디신촌캠퍼스학원","02-1544-9621","서대문구 연세로 12 6층","http://www.megamd.co.kr","",""
"메가엠디신촌피이이티재수종합반전용관학원","02-363-2001","서대문구 연세로 8-1 12층","http://www.megamd.co.kr","",""
"메가엠디신촌피이이티종합반전용관학원","02-363-2001","서대문구 연세로 8-1 11층","http://www.megamd.co.kr","",""
"메가엠디신촌피이이티종합반트리즈관학원","02-3147-2001","서대문구 연세로 12 14층","http://www.megamd.co.kr","",""
"메가엠디평생교육시설","02-3489-8576","서울특별시 서초구 효령로 321 (서초동  덕원빌딩) 8층","http://www.megamd.co.kr","37.48613","127.01917"
"메가트랜디독서실","02-826-1100","동작구 장승배기로30길 6-5 2~4층","","",""
"메디메이트안경직업전문학교","02-3789-1245","중구 퇴계로4길 16 FS코리아빌딩 34층","http://www.medimate.or.kr/","37.531285","127.006466"
"메디아이신도림학원","02-2068-1544","영등포구 경인로 706 3층","http://www.medii.co.kr/","37.47877","127.04062"
"메디아이잠실학원","02-414-0006","송파구 올림픽로30길 6 3층","http://www.medii.co.kr/","",""
"메디안간호조무사학원(약수점)","02-2256-3200","중구 동호로 189 5층","http://www.mediannurse.com","37.560671","126.973764"
"메디안간호학원(동대문점)","02-3393-1200","중구 장충단로 263 밀리오레상가 18층","http://www.mediannurse.com","37.557381","126.978176"
"메디오피아에프엔에듀","02-3460-8518","서울 강남구 도곡동 545-14번지 양제빌딩 3층 ","www.mediopia.co.kr","37.49150","127.03929"
"메디치교육센터학원","070-7525-8568 ","금천구 가산디지털1로 168 우림라이온스밸리 A동 306호 307호","http://www.medici-edu.co.kr/","",""
"메디칼간호조무사학원","02-902-4200","강북구 도봉로 353 상복빌딩 6~7층","http://www.ganhoin.kr","",""
"메디탑간호학원","02-2618-6601","구로구 오리로 1298 2층","","",""
"메르뷰티아카데미학원","02-2699-8975","양천구 오목로 202 4층","http://merbeauty.smpon.kr/","37.53441","126.90018"
"메리워드지역아동센터","02-2618-6530","구로구 고척로 49 동부골든아파트 210동 상가3층","","37.494862","126.961105"
"메소코리아원격평생교육시설","02-718-8200","서울특별시 마포구 신수로 46 [ 신수동   공구빌딩 ] 공구회관 3층 303호","http://www.mesokorea.com","37.54575","126.9345"
"메소코리아원격평생교육시설","02-718-1595","서울 마포구 신수동 371-22 공구회관 3층 303호 공구회관 3층 303호","www.mesokorea.com","37.54570","126.93448"
"메아리작은도서관","02-2116-4744","노원구 동일로217길 48 노원평생교육원","http://www.nowonlib.kr/local/html/smallLocation","37.5652","126.96544"
"메이븐랭귀지센터시청어학원","02-736-1105","중구 을지로 6 재능빌딩 16층","http://www.themavens.co.kr/","",""
"메이븐코리아평생교육원","02-539-9633","서울특별시 강남구 언주로 609   지하2층 일부 (논현동  팍스타워)","","",""
"메이저실용음악학원","02-837-9898","구로구 구일로 110 해원리버파크 502호","https://majormusicguro.modoo.at/","",""
"메이크샵학원(샵인사이드)","02-336-8012","마포구 와우산로3길 27 3층","http://www.shopinside.net","37.53101","126.89734"
"메이필드호텔평생교육시설","02-2661-6060","서울시 강서구 남부순환로 162-23","http://www.mayfield.or.kr","37.54900","126.81776"
"메인에듀원격평생교육원","02-1544-8513","서울특별시 중랑구 동일로157길 30(묵동) 2층","","37.60983","127.07598"
"메카독서실","02-1833-7456","관악구 양녕로 46 6층","","",""
"메카피아창도기술교육원","02-1544-1605","금천구 가산디지털1로 145 에이스하이앤드타워3차 2004호","https://mctec.modoo.at/","37.470883","126.934101"
"메타국제평생교육원","02-545-7011","서울특별시 강남구 테헤란로103길 14 (삼성동) 1층일부","http://www.metaedu.co.kr","37.51038","127.06432"
