"문화공간코드","장르분류코드","장르분류명","문화공간명","대표이미지","주소","전화번호","팩스번호","홈페이지","관람시간","관람료(원)","휴관일","개관일자","객석수","X좌표","Y좌표","기타사항","무료구분"
"100695","1","공연장","서울연극센터","http://culture.seoul.go.kr/data/cf/20111021101219.jpg","서울  종로구 명륜4가 )","02-743-9333","","http://www.e-stc.or.kr","화~토요일 10:00~20:00 | 일공유일 10:00~19:00","","월요일","","","37.5833444","127.0013025","","1"
"100375","1","공연장","샘터 파랑새 극장","http://culture.seoul.go.kr/data/cf/title_100375.jpg","서울  종로구 동숭동 1-115 )","02-763-8961","","www.isamtoh.com","","","월요일","","","37.5815588","127.0023112","","1"
"100414","1","공연장","예술극장 <나무와 물>","http://culture.seoul.go.kr/data/cf/title_100414.jpg","서울  종로구 명륜2가 8-1 )","02-745-2124","","","","","","","","37.5848997","127.0003713","● 무대면적 약 16평 (7M × 8.5M) 덧마루 구비  ● 객 석 반ㄷ(디귿)자 형 객석 정 좌석 164석 보조석 20석  ● 분장실  무대 좌우측 2개소 총 7개 메이크 업 파우더 탈의실 개인 락커 구비  ● 로 비  3.2평 (커피자판기 관객대기의자 나무와물 인테리어) ● 사무실 및 리딩룸  10.5평 (리딩룸 독립공간)  ● 화장실  남녀공용 1개소 냉온수 샤워시설 구비","1"
"100294","1","공연장","국립중앙박물관 극장 용","http://culture.seoul.go.kr/data/cf/title_100294.jpg","서울  용산구 용산동6가 168-6 )","02-1544-5955","","http://www.theateryong.or.kr/","","","","","","37.5240754","126.9787824","","1"
"100413","1","공연장","대학로 열린 극장","http://culture.seoul.go.kr/data/cf/title_100413.jpg","서울  종로구 명륜2가 21-18 )","02-743-6472","","","","","","","","37.5836265","127.0004798","","1"
"100416","1","공연장","판타지움","http://culture.seoul.go.kr/data/cf/title_100416.jpg","서울  종로구 명륜2가 41-9 )","02-6273-1000","","","","","","","","37.5833998","126.9998563","","1"
"100528","1","공연장","삼일로 창고극장","http://culture.seoul.go.kr/data/cf/20111101135113.jpg","서울  중구","02-319-8020","","cafe.naver.com/samilro","공연시간에 따라 다름","","","1975.05.01","100","37.5634690","126.9879706","■ 기  타 : 좌석 100석","1"
"100019","1","공연장","백암아트홀","http://culture.seoul.go.kr/data/cf/title_100019.jpg","서울  강남구","02-559-1333","","http://www.baekamhall.com/","","","","","","37.5103944","127.0660520","","1"
"100210","1","공연장","씨너스 G","http://culture.seoul.go.kr/data/cf/title_100210.jpg","서울  서초구 서초동 1317-20 )","","","","","","","","","37.4982136","127.0264083","","1"
"100734","1","공연장","종로구민회관","http://culture.seoul.go.kr/data/cf/20111020161835.jpg","서울  종로구 창신동 222-8 )","02-3672-2530~1","3673-4074","http://www.ijongno.co.kr","","","","","","37.5734077","127.0143152","","0"
"101230","1","공연장","서울 암사동 유적","","","02-3425-6520","","","","","","","","37.5605464139","127.1302578021","",""
"100197","1","공연장","예술의 전당 자유소극장","http://culture.seoul.go.kr/data/cf/title_100197.jpg","서울  서초구 서초동 700 )","02)580-1300","","www.sac.or.kr","","","","","","37.4789778","127.0139025","","1"
"100020","1","공연장","코엑스 오디토리움","http://culture.seoul.go.kr/data/cf/title_100020.jpg","서울  강남구 삼성동 159 )","02)6000-0114","","www.coex.co.kr","","","","","","37.5125518","127.0587767","","1"
"100671","1","공연장","우리금융아트홀","http://culture.seoul.go.kr/data/cf/title_100671.bmp","서울  송파구","410-1531","","http://www.olympicpark.co.kr/","10:00-22:30","공연에 따라 다름","","","","37.5168685","127.1250335","","1"
"100162","1","공연장","그랜드 시네마","","서울  마포구 노고산동 57-1 )","02-320-2500","","","","","","","","37.5551367","126.9360009","■ 신촌그랜드마트 부대시설 -지상8층~10층 영화관 -지상4층~7층 의류 아울렛 -지상1층~3층 잡화매장 -지하1층~지하2층 식품비식품매장 ■ 문화상품권 사용가능 ■ 주차  -그랜드백화점 주차장 이용 1시간 무료 주차 (초과시 10분당 5백원)","1"
"100457","1","공연장","연강홀","http://culture.seoul.go.kr/data/cf/title_100457.jpg","서울  종로구 연지동 270 )","02-708-5001","02-708-5010","www.yonkang.co.kr","공연별로 다름","공연별로 다름 (회원 10~ 20% DC)","연중무휴","","","37.5717079","127.0011948","■ 기    타 : ※ 예약 ▶ 전화예약 : 피노스티켓(02-3462-8400) ▶ 종 로 : 종로서적(02-733-2331) 영풍문고(02-399-5616) 교보문고(02-736-1444) ▶ 신 촌 : 신촌문고(333-2971)  ▶ 강 남 : 동화서적(555-7312)  ▶ 대학로 : 티켓박스(3672-2466)","1"
"100873","1","공연장","명동난타극장","http://culture.seoul.go.kr/data/cf/20111101134510.jpg","서울  중구 명동길 26","02-739-8288","","http://nanta.i-pmc.co.kr","월~일 및 공휴일 2시 5시 8시","","없음","2003.10.06","382","37.5634110","126.9837813","","1"
"100517","1","공연장","서울애니시네마","http://culture.seoul.go.kr/data/cf/20111101135312.jpg","서울  중구 예장동 8-145 )","02-3455-8318","02-3455-8329","http://cinema.ani.seoul.kr/","상영시간에 따라 다름","","","2005.08.23","179","37.5588000","126.9877125","","1"
"101318","3","박물관/기념관","한양대학교 박물관","http://culture.seoul.go.kr/data/cf/20180918154108.jpg","서울특별시 성동구 왕십리로 222","02-2220-1394","","https://museumuf.hanyang.ac.kr/","","","일요일 및 공휴일","","","37.555041642011815","127.0447032332567","",""
"100968","3","박물관/기념관","돈의문박물관마을","http://culture.seoul.go.kr/data/cf/20190516154819.JPG","서울특별시 종로구 송월길 14-3","02-739-6994","","http://dmvillage.info","","","매주 월요일 1월 1일","","","37.56882394907892","126.96852312550762","",""
"101400","3","박물관/기념관","한양도성박물관","http://culture.seoul.go.kr/data/cf/20190708100957.JPG","서울특별시 종로구 율곡로 283","02-724-0243","","http://www.museum.seoul.kr/scwm/NR_index.do","","","매주 월요일 1월 1일","","","37.572857089314816","127.0085126173547","",""
"100984","3","박물관/기념관","서울한방진흥센터 서울약령시한의약박물관","http://culture.seoul.go.kr/data/cf/20180314161907.jpg","서울특별시 동대문구 약령중앙로 26","029699241","","http://kmedi.ddm.go.kr","","","매주 월 설날 추석","","","37.5805999642","127.037586191","",""
"101409","3","박물관/기념관","수림아트센터","http://culture.seoul.go.kr/data/cf/20190724102859.jpg","홍릉로 118 (청량리동)","02)962-7911","","http://www.soorimcf.or.kr/index.html","","","상황에 따라 다름","","","37.590714974080065","127.04283933629749","",""
"101133","3","박물관/기념관","가회민화박물관","http://culture.seoul.go.kr/data/cf/20180527081359.jpg","서울특별시 종로구 북촌로 52","02)741-0466","","www.gahoemuseum.org","","","월요일","","","37.5815096214","126.9852279941","",""
"100967","3","박물관/기념관","서울하수도과학관","http://culture.seoul.go.kr/data/cf/20180203142034.JPG","서울  성동구 용답동 250-7","02-2211-2540","","http://sssmuseum.org","","","매주 월요일 설 당일 구정 당일 추석 당일","","","37.5570864957","127.0580682563","",""
"101275","3","박물관/기념관","손기정기념관","","서울특별시 중구 손기정로 101","02-364-1936","","http://www.sonkeechung.com/wordpress/","","","1월1일 설날 추석 매주 월요일(단 월요일이 공휴일인 경우 그 다음날)","","","37.5568688301","126.9660066047","",""
"101231","3","박물관/기념관","서울한방진흥센터","","서울특별시 동대문구 약령중앙로 26","02-969-9241","","kmedi.ddm.go.kr/","","","","","","37.5805999642","127.037586191","",""
"101358","3","박물관/기념관","아름다운청년 전태일기념관","http://culture.seoul.go.kr/data/cf/20190330133404.jpg","서울특별시 종로구 관수동 청계천로 105","02-318-0903","","https://www.taeil.org/","","","매주 월요일 1월 1일 설날(당일) 추석(당일)","","","37.568513","126.989305","",""
"101012","3","박물관/기념관","서울암사동유적","http://culture.seoul.go.kr/data/cf/20180406155036.jpg","서울특별시 강동구 올림픽로 875","02-3425-6520","","http://sunsa.gangdong.go.kr/site/main/home","","","1/1 매주 월요일","","","37.5598538144","127.1308315505","",""
"101438","3","박물관/기념관","서울함공원","http://culture.seoul.go.kr/data/cf/20191006141709.jpg","서울특별시 마포구 마포나루길 407","02 322 7500","","http://seoulbattleshippark.com/xe/main","","","설날 추석 매주 월요일","","","37.5557881498366","126.89395156850625","",""
"101229","3","박물관/기념관","소마미술관","","서울특별시 송파구 올림픽로 424","02-425-1077","","https://www.galleryseoul.com/soma","","","","","","37.5170182917","127.126042088","",""
"101245","3","박물관/기념관","천일어린이공원","","서울특별시 강동구 구천면로42길 60","02-3425-7670","","","","","","","","37.5449884194","127.1362642836","",""
"101258","3","박물관/기념관","성북선잠박물관","http://culture.seoul.go.kr/data/cf/20180718172327.jpg","서울특별시 성북구 성북로 96","02-744-0025","","http://museum.sb.go.kr","","","매주 월요일","","","37.59321623050399","126.99823926525617","",""
"101352","3","박물관/기념관","서울시립과학관","http://culture.seoul.go.kr/data/cf/20190313113459.jpg","서울특별시 노원구 한글비석로 160","02-970-4500","","http://science.seoul.go.kr","","","설날 추석날 1월1일 매주 월요일","","","00","00","",""
"100971","3","박물관/기념관","국립한글박물관","http://culture.seoul.go.kr/data/cf/20180212133425.JPG","서울  용산구 용산동6가 412-6","0221246200","","http://www.hangeul.go.kr","","","법정공휴일(한글날제외)","","","37.52124302266645","126.98085981255221","",""
"101338","3","박물관/기념관","황학정 국궁전시관","http://culture.seoul.go.kr/data/cf/20181225123914.JPG","서울특별시 종로구 사직로9길 15-32","02-722-1600","","https://www.jfac.or.kr/site/main/home","","","매주 월요일 및 1월 1일 설날 당일 추석 당일","","","37.577919084","126.96394572","",""
"100988","3","박물관/기념관","금성당?샤머니즘박물관","http://culture.seoul.go.kr/data/cf/20180319135234.jpg","서울특별시 은평구 진관2로 57-23","02-389-6522","","www.shamanismmuseum.org","","","월화 수토일","","","37.6351354711","126.9253799732","",""
"100924","3","박물관/기념관","은평역사한옥박물관","http://culture.seoul.go.kr/data/cf/20170327154325.jpg","서울  은평구 진관동 135-5","02-351-8524","","http://museum.ep.go.kr","","","월요일 1월 1일 설날 추석 연휴","","","37.6404009547","126.9380554763","",""
"100915","3","박물관/기념관","허준박물관","http://culture.seoul.go.kr/data/cf/20170222102434.JPG","서울  강서구 가양동 26-5  허준박물관","02) 3661-8686","","http://www.heojun.seoul.kr/eduevent/educationProgramView?sMethod=get&Idx=36","","","없음","","","37.5680241045","126.8509754776","",""
"100895","3","박물관/기념관","연세대학교 김대중도서관","http://culture.seoul.go.kr/data/cf/20161206110055.JPG","서울  마포구 동교동   서울시 마포구 신촌로 4길 5-26 (동교동 178-9)","02-2123-6890","02-320-7777","www.kdjlibrary.org","오전 10시~오후 6시","전석 15000(학생만원)","일요일 공휴일","2003.11.3","160","37.5569718","126.9296033","","0"
"100216","3","박물관/기념관","한국분재박물관","http://culture.seoul.go.kr/data/cf/20160325073350.jpg","서울  서초구","02-577-0001","","www.bonsaitv.com","※ 하절기 (3월~10월) : 09:00~19:00  일요일(12:00~19:00)※ 동절기 (11월~2월) : 09:00~17:00  일요일(12:00~17:00)","무료","없음","","","37.4534995","127.0756066","","0"
"100881","3","박물관/기념관","한성백제박물관","http://culture.seoul.go.kr/data/cf/20140313151039.JPG","서울  송파구 위례성대로 71","02-2152-5800","","baekjemuseum.seoul.go.kr","평일: 오전 9시~오후 9시 토일공휴일: 오전 9시~오후 7시(단 11~2월: 오전 9시~오후 6시)","무료","매주 월요일 1월 1일 단 월요일이 공휴일인 경우 휴관하지 않음","2012년 4월 30일","","37.515505","127.121175","자가차량 이용시 잠실 풍납동 방면에서 오실 때 (남2문앞에서 유턴 후 250m에서 진입)  둔촌동 오금동 방면에서 오실 때 (남2문에서 남3문방향으로 250m에서 진입)","0"
"100466","3","박물관/기념관","한국미술박물관","http://culture.seoul.go.kr/data/cf/title_100466.jpg","서울  종로구","02-766-6000","","www.kartm.co.kr","","일반 5000원학생 3000원","월요일추석 설 연휴","","","37.5808916","126.9890575","","1"
"100899","3","박물관/기념관","과천시 추사박물관","http://culture.seoul.go.kr/data/cf/20161219103848.jpg","","02-2150-3650","","chusamuseum.go.kr","","","매주월요일 1월1일 설및추석연휴","","","37.4528846","127.0264652","",""
"100897","3","박물관/기념관","은평역사한옥박물관","http://culture.seoul.go.kr/data/cf/20161206154209.jpg","서울  은평구 진관동 135-5","02-351-8523~4","","http://museum.ep.go.kr","","","매주 월요일","","","37.6403687","126.9380375","",""
"100882","3","박물관/기념관","서울상상나라","http://culture.seoul.go.kr/data/cf/20160325075550.jpg","서울  광진구 능동로 216","02-6450-9500","02-6450-9540","www.seoulchildrensmuseum.org","오전 10시 ~ 오후 6시 (입장마감 오후 4시)","36개월 이상 4천원","매주 월요일 1월 1일 설날?추석연휴 보수기간","2013년 5월 2일","","37.550550","127.077569","36개월 미만 국민기초수급생활자 및 자녀 한부모가족 장애인 및 동반성인 1인 만 65세 이상 서울시 다둥이 행복카드 소지자 중 세 자녀 이상 가족 국가유공자/독립유공자 본인과 배우자 및 자녀 무료 (각각 해당 증빙서류 및 신분증 제시 시 무료입장권 발급)","1"
"100898","3","박물관/기념관","종이나라박물관","http://culture.seoul.go.kr/data/cf/20161213093105.jpg","서울  중구 장충동1가 62-35","02-2279-7901","","http://papermuseum.jongienara.co.kr/index.php","","","일요일","","","37.5596237","127.0039674","",""
"100326","3","박물관/기념관","목인박물관","http://culture.seoul.go.kr/data/cf/title_100326.jpg","서울  종로구 견지동 83 )","02-722-5066","","www.mokinmuseum.com","10:00~19:00","일반 5000원","설 추석 연휴","","","37.5739569","126.9836694","","1"
"100111","3","박물관/기념관","건국대학교 박물관","http://culture.seoul.go.kr/data/cf/title_100111.gif","서울  광진구 화양동 1 )","02-450-3880","","http://museum.konkuk.ac.kr","화~금 11:00~16:00","무료","토일요일 공휴일 방학기간중","","","37.5423736","127.0755788","","0"
"100697","3","박물관/기념관","국립중앙박물관","http://culture.seoul.go.kr/data/cf/20111208093728.jpg","서울  용산구 용산동6가    서빙고로 137","02-2077-9000","","http://www.museum.go.kr","","","","","","37.5240867","126.9803881","","0"
"100003","3","박물관/기념관","경기여고 경운박물관","http://culture.seoul.go.kr/data/cf/title_100003.jpg","서울  강남구 개포동 152 )","02-3463-1336","","http://kwmuseum.org","화~금 10:00~16:00토 10:00~13:00","무료","일요일 월요일공휴일","","","37.4878684","127.0660782","","0"
"100023","3","박물관/기념관","김치박물관","http://culture.seoul.go.kr/data/cf/title_100023.jpg","서울  강남구 삼성동 159 )","02-6002-6456","","www.kimchimuseum.co.kr","화~일 10:00~18:00","일반 3000원초중고생 2000원유아 1000원","월요일신정 구정추석연휴","","","37.5129437","127.0571142","","1"
"100670","3","박물관/기념관","한국영화박물관","http://culture.seoul.go.kr/data/cf/title_100670.jpg","서울  마포구 상암동 1602 )","02-3153-2031","","http://www.koreafilm.or.kr/museum","화~금 10:00~19:00 토~일 10:00~18:00","무료","월요일 신정 설 추석 연휴","","","37.5805910","126.8898501","","0"
"100496","3","박물관/기념관","가톨릭대학교 전례박물관","http://culture.seoul.go.kr/data/cf/title_100496.gif","서울  종로구 혜화동 90-1 )","02-740-9708","","http://museum.catholic.ac.kr","월~금 10:00~12:3014:00~17:00","무료","일요일국정 공휴일","","","37.5850448","127.0046230","","0"
"100186","3","박물관/기념관","서대문형무소역사관","http://culture.seoul.go.kr/data/cf/20111020175430.jpg","서울  서대문구","02-360-8590~1","02-363-9752","www.sscmc.or.kr/culture2","3~10월 09:30~18:00 | 11~2월 09:30~17:00","일반 1500원 | 청소년 1000원| 어린이 500원","매주 월요일 신정 설날","","","37.5742887","126.9562269","","1"
"100092","3","박물관/기념관","호림박물관","http://culture.seoul.go.kr/data/cf/title_100092.jpg","서울  관악구 신림동 1707 )","02-858-8309","","www.horimmuseum.org","10:00~17:00","일반 3000원학생 1000원","월요일1월1일설날당일","","","37.4809816","126.9182180","","1"
"100867","3","박물관/기념관","서울역사박물관","http://culture.seoul.go.kr/data/cf/20111103130243.jpg","서울  종로구 새문안로 55","02-724-0274~6","02-724-0244","www.museum.seoul.kr","평일 : 09:00~21:00 토일 공휴일 : 09:00~19:00(동절기 18:00)","무료(일부기획전과 대관전은 유료)","매주 월요일 1월 1일 단 월요일이 공휴일인 경우 휴관하지 않음","2002.5.21","","37.5701434","126.9704375","","0"
"100049","3","박물관/기념관","태권도기념관","http://culture.seoul.go.kr/data/cf/title_100049.jpg","서울  강남구 역삼동 635 )","02-567~1058","","www.kukkiwon.or.kr","하절기 09:00 ~ 18:00동절기 09:00 ~ 17:00토요일 09:00 ~ 12:00","무료","일요일 공휴일","","","37.5019899","127.0303100","","0"
"100433","3","박물관/기념관","신문박물관","http://culture.seoul.go.kr/data/cf/title_100433.jpg","서울  종로구 세종로 139","02-2020-1830","","www.presseum.or.kr","화~일 10:00~18:00","일반 3000원초중고 2000원","월요일1월 1일설날 연휴","","","37.5698125","126.9776744","","1"
"100455","3","박물관/기념관","서울대학교 치과대학 치의학 박물관","http://culture.seoul.go.kr/data/cf/title_100455.gif","서울  종로구 연건동 110-749 )","02-740-8799","","www.dentmuseum.or.kr","월~금 10:00~12:00","무료","개교기념일 (10/15)토일 공휴일","","","37.5768763","126.9997812","","0"
"100321","3","박물관/기념관","서울닭문화관","http://culture.seoul.go.kr/data/cf/title_100321.jpg","서울  종로구 가회동 12 )","02-763-9995","","www.kokodac.com","화~일 10:00~18:00","일반 3000원어린이 2000원","월요일","","","37.5826498","126.9852670","","1"
"100551","3","박물관/기념관","지구촌 민속박물관","http://culture.seoul.go.kr/data/cf/title_100551.gif","서울  중구 회현동1가 100-177 )","02-773-9590~1","","","10:00~17:00","무료","월요일명절","","","37.5545569","126.9814096","","0"
"100505","3","박물관/기념관","초전섬유 퀼트박물관","http://culture.seoul.go.kr/data/cf/title_100505.gif","서울  중구 남산동1가 20 )","02-753-4074","","http://jculture.co.kr/museum","10:00~17:00","개인 5000원학생 3000원","공휴일 및 일요일","","","37.5580718","126.9841930","","1"
"100064","3","박물관/기념관","코리아나 화장박물관","http://culture.seoul.go.kr/data/cf/20181101155158.jpg","강남구 언주로 827","02-547-9177","","www.spacec.co.kr","","","일요일명절 휴관","","","37.52450167801044","127.0326935857424","",""
"100504","3","박물관/기념관","한국은행 화폐금융박물관","http://culture.seoul.go.kr/data/cf/title_100504.jpg","서울  중구 남대문로3가 110 )","02-759-4881","","http://museum.bok.or.kr","10:00~17:00","무료","월요일 공휴일 근로자의날12월 29일부터 다음해 1월 2일","","","37.5620607","126.9805213","","0"
"100231","3","박물관/기념관","한국가구박물관","http://culture.seoul.go.kr/data/cf/title_100231.jpg","서울  성북구 성북동 330-577 )","02-766-0168","","","13:00 ~ 17:00","무료","","","","37.5999625","126.9930505","","0"
"100410","3","박물관/기념관","짚?풀 생활사박물관","http://culture.seoul.go.kr/data/cf/title_100410.jpg","서울  종로구 명륜2가 8-4 )","02-743-8787","","www.zipul.co.kr","화~일 10:00~17:30","성인 3000원유치원초중고생 2000원65세이상 2000원(20인이상 단체 1000원씩 할인)","월요일신청 설날추석","","","37.5849163","126.9997938","","1"
"100544","3","박물관/기념관","한국금융사박물관","http://culture.seoul.go.kr/data/cf/title_100544.jpg","서울  중구 태평로1가 62-12 )","02-738-6806","","www.shinhanmuseum.co.kr","월~토 10:00~18:00","무료","일요일 및 공휴일","","","37.5686681","126.9764215","■ 휴    일 : 일요일 공휴일  ■ 관람 소요시간 : 1시간  ■ 유의사항      - 박물관 내에서는 사진촬영을 금합니다.     - 유물보존을 위해 일부 전시실은 조명을 조절하였습니다.     - 음식물 취식과 흡연을 금합니다.","0"
"100177","3","박물관/기념관","이화여대박물관","http://culture.seoul.go.kr/data/cf/title_100177.jpg","서울  서대문구 대현동 11-1 )","02-3277-3152","","http://museum.ewha.ac.kr","오전 9시 30분 ~오후 5시휴관: 일요일 공휴일 및 여름ㆍ겨울방학","무료","일요일 공휴일 및 방학기간","","","37.5627451","126.9467751","","0"
"100237","3","박물관/기념관","동덕여자대학교 박물관","http://culture.seoul.go.kr/data/cf/title_100237.jpg","서울  성북구 하월곡동 23-1","02-940-4231","","http://museum.dongduk.ac.kr","월~금 10:30~16:00","무료","방학중 휴관","","","37.6055004","127.0418169","","0"
"100217","3","박물관/기념관","관문사 성보박물관","http://culture.seoul.go.kr/data/cf/20111205171542.jpg","서울  서초구 우면동  바우뫼로7길 111 관문사","02-3460-5300","","www.gwanmunsa.co.kr","10:00~17:00","무료","월요일 및 설추석 박물관 특별전준비기간","","","37.4737010","127.0222310","","0"
"100155","3","박물관/기념관","경희대학교 중앙박물관","http://culture.seoul.go.kr/data/cf/20111205170403.jpg","서울  동대문구 회기동      경희대로6길 7-13","02-961-0141","","http://museum.khu.ac.kr","매주 화수목금10:00~17:00","무료","공휴일방학기간","","","37.5969969","127.0527938","","0"
"100156","3","박물관/기념관","경희대학교 자연사박물관","http://culture.seoul.go.kr/data/cf/title_100156.gif","서울  동대문구 회기동 130-701 )","02-961-0141","","http://nhm.khu.ac.kr","월~토 10:00~16:00","무료","일요일공휴일개교기념일","","","37.5977812","127.0552077","","0"
"100173","3","박물관/기념관","서강대학교 박물관","http://culture.seoul.go.kr/data/cf/title_100173.gif","서울  마포구 신수동 1-1 )","02-705-8215","","http://sogmuse.sogang.ac.kr","10:00~12:0013:00~15:00","무료","토일요일국가공휴일방학기간","","","37.5519033","126.9430526","","0"
"100100","3","박물관/기념관","세종대학교 박물관","http://culture.seoul.go.kr/data/cf/title_100100.gif","서울  광진구 군자동 98 )","02-3408-3077","","http://museum.sejong.ac.kr/","10:00~15:00","무료","토일요일공휴일","","","37.5514972","127.0752374","","0"
"100233","3","박물관/기념관","고려대학교 박물관","http://culture.seoul.go.kr/data/cf/title_100233.gif","서울  성북구 안암동5가 1-2 )","02-3290-1514","","http://museum.korea.ac.kr","10:00~17:00","무료","월요일 박물관규정에 정한 휴관일","","","37.5895165","127.0343531","","0"
"100412","3","박물관/기념관","생명과학박물관","http://culture.seoul.go.kr/data/cf/title_100412.jpg","서울  양천구 목동 405-207","02-2648-6114","","www.biom.or.kr","10:00 13::00 15:00(방학기간 17:00 추가개장)","어른학생 : 5000 유아:3000(20인 이상 단체 1인단 1000원 할인)","매주 월요일 추석 설날","","","37.5239050","126.8719642","","1"
"100497","3","박물관/기념관","상명대학교 박물관","http://culture.seoul.go.kr/data/cf/title_100497.gif","서울  종로구 홍지동 110-743 )","02-2287-5281","","http://museum.smu.ac.kr/","월~금 10:00~16:00","무료","토일요일법정공휴일개교기념일동하계 휴가기간","","","37.6027666","126.9551533","","0"
"100328","3","박물관/기념관","한국불교역사문화기념관","http://culture.seoul.go.kr/data/cf/title_100328.jpg","서울  종로구 견지동 45","02-2011-1960","","www.buddhism.or.kr/","09:00~18:00","성인 2000원학생 1000원","매주 월요일1월 1일","","","37.5744580","126.9820647","","1"
"100360","3","박물관/기념관","보나장신구 박물관","http://culture.seoul.go.kr/data/cf/title_100360.jpg","서울  종로구 관훈동 192-10 )","02-732-6621","","www.bonamuseum.com","화토 10:30~18:30일 12:00~ 18:00","일반 5000원청소년 4000원","매주 월요일","","","37.5735826","126.9845298","","1"
"100307","3","박물관/기념관","백범기념관","http://culture.seoul.go.kr/data/cf/title_100307.jpg","서울  용산구 효창동 255 )","02-719-1311","","www.kimkoomuseum.org","3월~10월 10:00~18:0011월~2월 10:00~17:00","무료","월요일1월 1일설날 추석 기타 관장이 정하는 날.","","","37.5442812","126.9592347","","0"
"100460","3","박물관/기념관","국립서울과학관","http://culture.seoul.go.kr/data/cf/title_100460.jpg","서울  종로구 와룡동 110-360 )","02-3675-5114","","www.ssm.go.kr","09:30~17:50","일반 1000원학생 500원","월요일 및 공휴일","","","37.5820426","126.9971614","","1"
"100209","3","박물관/기념관","전기박물관","http://culture.seoul.go.kr/data/cf/title_100209.jpg","서울  서초구 서초동 1355 )","02-2105-8190","","www.kepco.co.kr/museum","10:00~17:00","무료","월요일설날추석연휴","","","37.4861503","127.0276478","","0"
"100039","3","박물관/기념관","도산안창호 기념관","http://culture.seoul.go.kr/data/cf/title_100039.jpg","서울  강남구 신사동 649-9 )","02-541-1800","02-541-0815","www.ahnchangho.or.kr","평일 10:00~16:00 토요일 공휴일 10:00?14:00","무료","매주 일요일ㆍ설날ㆍ추석","","","37.5239978","127.0356302","","0"
"100141","3","박물관/기념관","덕성여자대학교 박물관","http://culture.seoul.go.kr/data/cf/title_100141.gif","서울  도봉구 쌍문동 419 )","02-901-8131~3","02-901-8148","http://museum.duksung.ac.kr","월~금 10:00~16:00","무료","토일요일 법정공휴일","","","37.6529783","127.0164423","","0"
"100007","3","박물관/기념관","한국자수박물관","http://culture.seoul.go.kr/data/cf/title_100007.jpg","서울  강남구 논현동 89-4  )","02-515-5114","02-515-5118","www.bojagii.com","평일 10:00~16:00","무료","토요일 일요일 공휴일","","","37.5154348","127.0333300","","0"
"100293","3","박물관/기념관","전쟁기념관","http://culture.seoul.go.kr/data/cf/title_100293.jpg","서울  용산구 용산동1가 8 )","02-709-3032","","www.warmemo.co.kr","09:30~18:00","일반 3000원초중고생 2000원유치원생 1000원","월요일","","","37.5368975","126.9768849","","1"
"100244","3","박물관/기념관","서울올림픽기념관","http://culture.seoul.go.kr/data/cf/title_100244.jpg","서울  송파구 방이동 88 )","02-410-1051~5","","http://www.88olympic.or.kr/","10:00~17:30","일반 (18세 이상) 3000원초등학생 1500원군인 중고생 2000 원장애인 수첩 및 경로증 소지자 : 무료단체 (20인 이상)  할인","매주 월요일","","","37.5202976","127.1159236","","1"
"100364","3","박물관/기념관","삼성출판박물관","http://culture.seoul.go.kr/data/cf/title_100364.jpg","서울  종로구 구기동 126-4 )","02-394-6544","","www.ssmop.org","월~금 10:00~17:00","일반 3000원 학생 2000원","토 일요일공휴일 휴관","","","37.6086466","126.9570848","","1"
"100498","3","박물관/기념관","쉼박물관","http://culture.seoul.go.kr/data/cf/title_100498.gif","서울  종로구 홍지동 36-20 )","02-391-2765","02-296-9279","http://shuim.org","화요일 ~ 일요일 11:00~17:00","어린이 : 3000원 청소년 군인 : 5000원 어른 : 7000원","월요일","","","37.5994900","126.9556630","","1"
"100119","3","박물관/기념관","평강성서유물박물관","http://culture.seoul.go.kr/data/cf/title_100119.gif","서울  구로구 오류동 150-15 )","02-2686-9496","","www.apm.or.kr","10:00~17:00","일반 2000원초중학생 1000원","월요일","","","37.4919550","126.8440830","","1"
"100327","3","박물관/기념관","체신기념관","http://culture.seoul.go.kr/data/cf/title_100327.gif","서울  종로구 견지동 39-7 )","02-734-8369","(02)757-4911","없음","평일 09:00~18:00토요일 09:00~13:00","무료","국 공휴일","","","37.5744500","126.9826250","","0"
"100439","3","박물관/기념관","조세박물관","http://culture.seoul.go.kr/data/cf/title_100439.gif","서울  종로구 수송동 104 )","02-397-1635","","www.nts.go.kr/museum","평일 09:00~18:00","무료","공휴일 및 토요일 일요일","","","36.4854350","127.2606287","","0"
"100502","3","박물관/기념관","서울교육사료관","http://culture.seoul.go.kr/data/cf/title_100502.jpg","서울  종로구 화동 2 )","02-736-2859","02-722-5707","www.edumuseum.seoul.kr","평일 09:00~18:00주말 09:00~17:00","무료","법정공휴일1/3주 수요일","","","37.5797770","126.9832525","","0"
"100503","3","박물관/기념관","안중근의사기념관","http://culture.seoul.go.kr/data/cf/title_100503.jpg","서울  중구 남대문로5가 471 )","02-771-4195","","www.patriot.or.kr","3월 ~ 10월 09:00 ~ 18:00","일반 1000원학생 700원","","","","37.5534654","126.9803691","","1"
"100432","3","박물관/기념관","국립민속박물관","http://culture.seoul.go.kr/data/cf/title_100432.jpg","서울  종로구 세종로 1-1 )","02-734-1346","","www.nfm.go.kr","3월 10월 09:00~18:0011월 2월 09:00~17:00","일반 3000원청소년 1500원","매주 화요일1월 1일","","","37.5815645","126.9789313","","1"
